,discipline,department,course_code,level,course_title,description,description_length,complexity,num_questions,num_pronouns,student_references,informality,enrollment,logistics,crosslisted,DIAP,WRIT,FYS,SOPH,notes
222,social_science,PHP,PHP 2601,2,Linear Models,"This course will focus on the theory and applications of linear models for continuous responses. Linear models deal with continuously distributed outcomes and assume that the outcomes are linear combinations of observed predictor variables and unknown parameters, to which independently distributed errors are added. Topics include matrix algebra, multivariate normal theory, estimation and inference for linear models, and model diagnostics.  Note: The course will cover fundamental and advanced topics in linear models, and concepts related to the generalized linear models will not be covered during the course.",87,8.2,0,0,0,0.0,6,"Prerequisites: APMA 1650 or 1660, or taking PHP 2520 concurrently.",,,0,,,
223,social_science,PHP,PHP 2610,2,Causal Inference and Missing Data,"Systematic overview of modern statistical methods for handling incomplete data and for drawing causal inferences from ""broken experiments"" and observational studies. Topics include modeling approaches, propensity score adjustment, instrumental variables, inverse weighting methods and sensitivity analysis. Case studies used throughout to illustrate ideas and concepts. ",45,5.49,0,0,0,0.0,34,Prerequisite: MATH 1610 or PHP 2511 or PHP 2580.,,,0,,,
224,social_science,PHP,PHP 2710,2,Interdisciplinary Perspectives on Disability and Death in the Global South,"The course fosters interdisciplinary critical and integrative thinking and writing about the leading causes of disease, disability and death in low and middle income countries, and potential solutions to prevent and ameliorate these burdens of disease. The first part focuses on measures of population health, health disparities, multi-causal and multi-level thinking, social epidemiology, community interventions and implementation research. These topics provide the fundamental intellectual frameworks for global public health. The second part presents scholars from key disciplinary areas contributing to global health research and practice from many academic units at Brown University. To conclude students present their potential research ideas.",100,25.8,0,0,1,0.01,7,,,,0,,,
225,social_science,PHP,PHP 2730,2,Including the Excluded: Global Health Ethics,"This course explores the ethics of global public health engagement. Global health implementation is fraught with ethical conundrums. These ethical conundrums include the process of generating rigorous evidence, championing health as a human right, engaging global partners in meaningful collaborations, and implementing complex programs in low-resource settings. These ethical challenges are driven by North-South inequities and by differences in socioeconomic backgrounds, culture, language, and other intersectional identities. This course introduces scholars to global health ethics as a framework for tackling health disparities, grappling in a scholarly and practical way with the complex fabric of global health research, policy, and practice.",100,25.8,0,0,0,0.0,19,,,,0,,,
226,social_science,PHP,PHP 2760,2,Critical Perspectives in Global Health,"An overview of social theory and analytical approaches relevant to the study of global health topics and their social context. Students learn writing skills and analytical tools and methods for in-depth analyses of global health topics, including social science critiques of global health policy and practice. The goal is for students to learn the skills to conduct critical social analysis of global health issues using qualitative or quantitative data, or mixed methods approaches, on topics ranging from patterns of disease prevalence, to health systems functioning, to community-level project implementation and evaluation. Suitable for students writing theses or papers for publication.",100,29.18,0,0,2,0.02,1,,,,0,,,
227,social_science,PHP,PHP 2950,2,Doctoral Seminar in Public Health,"The purpose of this seminar is to facilitate discussions of current scientific literature in epidemiology, biostatistics, health services, behavioral and health sciences, and public health in general. The main goal is to expose students to current methodological issues and controversies, in an effort to integrate knowledge across disciplines. ",48,21.74,0,0,1,0.020833333333333332,9,"This seminar is only open to doctoral students in Epidemiology, Behavioral and Social Health Sciences, Biostatistics and Health Services Research.",,,0,,,
228,social_science,INTL,INTL 0600,0,Foundations of Security,"This course presents an interdisciplinary approach to the study of security. This means we examine the notion of what constitutes security from a variety of disciplinary perspectives that may not always agree or overlap. Specifically, in addition to political science, the course draws on recent work in evolutionary psychology, biological anthropology and behavioral economics to examine existing problems, issues and questions in security studies. The goal of this course is to investigate the extent to which various disciplinary models and methods can help to further inform or develop the study of security. Substantive applications include a wide variety of empirical methods.",101,25.59,0,1,0,0.009900990099009901,26,,,,0,,,
229,social_science,INTL,INTL 0700,0,"Global Health, Humanitarianism, and Inequality","The term “global health” refers to an aspiration and a set of problems. An aspiration to global health has potential to unite biosecurity, humanitarian, and philanthropic efforts to rid the world of infectious disease, improve sanitation, and address malnutrition. As a set of problems, global health is less unifying than unruly. Deciding when a local epidemic becomes a global emergency or calculating the economic value of healthy childbirth are not straightforward processes. This course takes a multidisciplinary, critical approach to global health. Focus will be on “bottom-up” perspectives—how projects and policies play out in the lives individuals and communities.",99,37.81,0,0,0,0.0,46,,,TRUE,0,,,
230,social_science,INTL,INTL 1220,1,Cyber Security: Strategy & Policy,"This course examines the challenges of cyber security from a strategy and policy perspective. Our main focus: challenges to achieving cyber security; and of building cyber security capacity in national security (including cyber war and critical infrastructure security), economic development, and international security contexts. We incorporate global, as well as corporate, government, and non-governmental organizational perspectives. We start by working toward what “cyber,” “security,” “strategy,” and “power” mean; and develop an understanding of the policy issues faced by public and private sector stakeholders. ",83,-0.41,0,0,0,0.0,20,"Students should be familiar with international relations theory, but no technical background is needed.",,,0,,,
231,social_science,INTL,INTL 1221,1,Sex & War,"The course explores biological and social determinants of participation in aggression, violence, and war; along with how and why sex differences become gendered. Some topics include gender biases in international relations theories, women in combat, LGBTQs in the military, discourse, attitudes towards war, rape, and female and male roles in the conduct of war. The course also assesses the ongoing evolution of the roles of women as leaders, actors, and agenda-setters in, and objects of, foreign policy. ",77,28.47,0,0,0,0.0,18,"Some familiarity with international relations theory is helpful, but there are no prerequisites.",,,0,,,
232,social_science,INTL,INTL 1802V,1,"Diplomacy, Economics & Influence","This course examines a dozen diplomatic situations and identifies the players, their interests, and their tools -- and how those produced outcomes.Particular attention is paid to economic factors – pressures, incentives, and influences – that contribute to the outcome. By examining these elements students will understand the economic tools of diplomacy and power, and how to wield them. The course concludes with a close look at China's growing role in the world economy and considers how that will change China's role in world affairs. ",84,34.9,0,0,1,0.011904761904761904,23,Enrollment limited to 20 Juniors & Seniors. Priority given to IR seniors.,,,1,,,"Enrollment limited to students with a semester level of 05, 06, 07, 08, 09, 10, 11, 12 or 13."
233,social_science,INTL,INTL 1803W,1,Roots of Crisis in Central America,"The five countries of Central America comprise a comparatively little-studied region. From time to time they burst into the world’s consciousness, usually because of political upheaval, foreign intervention, or refugee flows. The forces that set off these crises are rarely explored. This seminar surveys and analyzes Central America from social, cultural, political, and historical perspectives. ",55,32.09,0,0,0,0.0,16,Restricted to seniors and juniors only. Priority given to IR seniors.,,,1,,,"Enrollment limited to students with a semester level of 05, 06, 07, 08, 09, 10, 11, 12 or 13."
234,social_science,HIST,HIST 0150A,0,History of Capitalism,"Capitalism didn't just spring from the brain of Adam Smith. Its logic is not encoded on human DNA, and its practices are not the inevitable outcome of supply and demand. So how did capitalism become the dominant economic system of the modern world? History can provide an answer by exploring the interaction of culture and politics, technology and enterprise, and opportunity and exploitation from the era of the Atlantic Slave Trade to the 2008 Financial Crisis. HIST 0150 courses introduce students to methods of historical analysis, interpretation, and argument. ",89,36.49,1,0,1,0.02247191011235955,83,"This class presumes no economics background, nor previous history courses.",,,0,,,
235,social_science,HIST,HIST 0150C,0,Locked Up: A Global History of Prison and Captivity,"A long history lies behind the millions of men and women locked up today as prisoners, captives and hostages. Beginning in antiquity and ending in the present, this course draws on materials from a variety of cultures across the world to explore incarceration's centuries-old past. In examining the experience and meaning of imprisonment, whether as judicial punishment, political repression, or the fallout of war, the class will ask fundamental questions about liberty as well. History 150 courses introduce students to methods of historical analysis, interpretation and argumentation. ",87,23.97,0,0,1,0.011494252873563218,104,This course presumes no previous history courses.,,,0,,,
236,social_science,HIST,HIST 0150H,0,Foods and Drugs in History,"What we consume connects us to the worlds of both nature and culture. Bodily and socially, “you are what you eat,” but if your well-being suffers, you often seek out other ingestible substances. In many times and places, changing what you eat is thought to be healing, while in other times and places drugs – either remedial or recreational – are thought to be distinct and more immediately restorative. Few human interactions with the larger world are more important or interesting than how comestibles and medicines have been discovered, mixed, transformed, distributed, and how those processes have changed us.",99,54.76,0,12,0,0.12121212121212122,32,,,,1,,,
237,social_science,HIST,HIST 0202,0,African Experiences of Empire,"This is a ""flipped"" course on sub-Saharan Africa from the mid-nineteenth through the mid-twentieth centuries. It presupposes no knowledge of Africa and serves as an introduction to the continent. It focuses on daily life, families, and popular culture. Students will analyze change, question perspectives, and imagine life, and question what ""Africa"" was during the period of European imperialism. Most readings are primary sources, which include photographs, songs, and oral histories. The course is ""flipped""; students' first introduction to the content comes before class meetings through the text and multi-media sources. Class meetings are dedicated to discussion and exercises, including role-playing.",100,48.5,0,0,1,0.01,6,,,TRUE,1,,,
238,social_science,HIST,HIST 0244,0,Understanding the Middle East: 1800s to the Present,"This course is an introduction to the history of the modern Middle East from the mid-19th C to the present. Readings and topics are structured chronologically, and emphasize the key events and turning points in the political and economic history of the region. The goal of the course is to understand how the Middle East, as it is today, has been shaped by the events of the past.",68,65.35,0,0,0,0.0,89,,,TRUE,0,,,
239,social_science,HIST,HIST 0252,0,"The American Civil War in Global Perspective: History, Law, and Popular Culture","This course uses the American Civil War of 1861-1865 to investigate certain issues relevant to current domestic and global affairs: the use of history in popular memory and popular culture (focusing on the Civil War in public art and film); the role of law in the prosecution and resolution of war; international law, especially as it applies to war and human rights. The course is aimed at students interested in history, law, and international relations. ",75,16.49,0,0,1,0.013333333333333334,86,There are no prerequisites--the course is accessible to students at all levels--but some knowledge of U.S. history might be useful.,,,1,,,
240,social_science,HIST,HIST 0522G,0,An Empire and Republic: The Dutch Golden Age,"Between about 1580 and 1690, a new nation emerged in Europe that became a bastion of liberty, ideas in ferment, fine art, military power, science and technology, and global economic reach: the Dutch Republic. A nation that thought of itself as peaceful, yet was constantly at war; as Protestant, yet was composed of people of many faiths; as personally aspirational, yet derived much wealth from the conquest and slavery of others. Its people and institutional arrangements greatly influenced Britain and America on their paths to power, too. Its rise and eclipse may be instructive.. ",94,47.62,0,0,0,0.0,14,Enrollment limited to 19 first-year students.,,,1,TRUE,,
241,social_science,HIST,HIST 0523P,0,The First World War,"On the eve of the First World War, many Europeans cheered for a “war to end all wars.” It achieved nothing of the like, instead inaugurating a century of war and unthinkable destruction. This seminar explores the history of the first truly global conflict, examining its origins, its course, its aftermath, and how it might help us better understand our own world today. A broad set of primary sources, from soldiers’ diaries to rationing cards, artwork, and diplomatic cables, forms the basis for discussion. Designed as an introduction to historical inquiry and writing.",93,47.83,0,2,0,0.021505376344086023,13,,,,1,TRUE,,
242,social_science,HIST,HIST 0551A,0,Abraham Lincoln: Historical and Cultural Perspectives,"This seminar uses life, legacy, myth of Abraham Lincoln to explore central themes such as frontier in early republic, nature of political leadership, law/legal culture, and emergence of sectionalism, slavery, antislavery, Civil War. Frequent short writing assignments and research investigations allow students in-depth explorations of Lincoln’s works, the writings of his contemporaries, and modern non-fiction, fiction, and film. The course enables us to consider two larger themes: 1) the relationship between memory and history; and 2) the function of history in modern society. ",83,17.98,0,1,1,0.024096385542168676,17,The course has no prerequisites and does not presuppose special knowledge of American history.,,,1,TRUE,,
243,social_science,HIST,HIST 0556A,0,Sport in American History,"This course covers the relationship of sports to aspects of American culture since 1900. Topics include gender, race, amateurism, professionalism, intercollegiate athletics, and sports heroes. ",25,24.95,0,0,0,0.0,,Enrollment limited to 19 first year students.,,TRUE,1,TRUE,,
244,social_science,HIST,HIST 0557C,0,Narratives of Slavery,"This course will uncover the history of the slave trade, the labor regimes of slavery in the Caribbean and North America, and the rise of the Cotton Kingdom through the voices of the very people who lived through it: enslaved people themselves. We will read slave narratives, court documents, abolitionist treaties, oral histories of formerly enslaved people, and fictional accounts produced in the period. We will give special attention the ways that different kinds of historical sources-different types of narratives-shape what we know and how we know it in the history of slavery.",93,40.01,0,2,0,0.021505376344086023,17,,,TRUE,1,TRUE,,
245,social_science,HIST,HIST 0580M,0,"The Age of Revolutions, 1760-1824","In the middle of the eighteenth century, the Americas belonged to a handful of European monarchies; within a few decades, most of the Americas was composed of independent republics, some of the European monarchs were either deposed or quaking on their thrones. Usually considered separately, revolutions in British North America, France, Saint-Domingue (Haiti) and Spanish America had diverse local circumstances yet composed a single cycle of intellectual ferment, imperial reform, accelerating violence and, forging of new political communities. We will examine revolutions that helped create the world we live in. ",90,15.65,0,1,0,0.011111111111111112,18,Enrollment limited to 19 first year students.,,,1,TRUE,,
246,social_science,HIST,HIST 0940E,0,Autobiography of the Civil Rights Movement,"Most of the rich written history of the civil rights movement originates from first-hand accounts documented in oral histories and autobiographies. This interdisciplinary course plots the milestones of the civil rights movement through the lens of several autobiographies. The aim is to critique autobiography as a historical document as well as use it to tell the stories of the civil rights movement. We will compare and contrast different texts, analyze content and map a history of the era. Students will work with a writing fellow to develop one critical paper and one autobiographical paper. ",94,35.47,0,0,0,0.0,19,Enrollment limited to 19 first year students.,AFRI 0110C,,1,TRUE,,
247,social_science,HIST,HIST 0940F,0,Brown v. Board of Education,"Using sources in history, education, and law this course will explore the landmark Supreme Court case of Brown v. Board of Education which found school segregation unconstitutional and challenged the entire foundation of legal segregation. We will explore the legal, political, and social issues that culminated in Brown and examine the development and deployment of remedies, with particular emphasis on school integration and educational equity. We will consider the legacy of Brown for education and explore the meaning of equity in the past and present.",85,32.94,0,0,0,0.0,20,Enrollment limited to 20 sophomore students.,EDUC 0610,TRUE,1,,TRUE,
248,social_science,HIST,HIST 0940L,0,Difficult Relations? Judaism and Christianity from the Middle Ages Until the Present,"Jewish and Christian identity in Europe has traditionally been closely connected to the ways the two religions view each other. Mutual admiration, influence, and hatred have combined together in a difficult relationship, fundamental to European history. In this course, we will survey that relationship, examining some key issues and events which shaped it. The Jews' attitudes and actions will be examined alongside those of their Christian neighbors. Topics covered include: medieval revulsion and attraction; early modern re-evaluations of Judaism and Christianity; modern Christian anti-Semitism, Jewish diplomacy, and the Holocaust; the effects of Vatican II; Israel and the contemporary Christian world.",100,25.8,0,1,0,0.01,9,,JUDS 0050M,TRUE,1,TRUE,,
249,social_science,HIST,HIST 0980M,0,Brazilian Democracy in Literature and History,,0,206.84,0,0,0,0.0,6,,POBS 0711,,0,,,
250,social_science,HIST,HIST 1080,1,Humanitarianism and Conflict in Africa,"This course focuses on the major issues and debates concerning humanitarianism and international intervention in 20th century Africa. It will explore the history of humanitarianism and the many challenges that arise when governments and institutions intervene in a conflict. Then students will investigate specific sites of conflict in Africa (ranging from Nigeria, Somalia, Rwanda, Sudan, and Western Sahara) and analyze different models of intervention and aid. These case studies will expose students to pivotal events in African history and equip them with a critical vocabulary with which to assess contemporary conflicts.",91,22.95,0,0,2,0.02197802197802198,49,,,,0,,,
251,social_science,HIST,HIST 1120,1,At China's Edges,"What does it mean to live on the borders of a rising world power? This course introduces the modern histories of such places as Hong Kong; Macau; Taiwan; Manchuria; Sichuan; Yunnan; and Xinjiang by investigating their commonalities and differences. Themes include: ecology and identity; comparative colonialisms and experiences of decolonization; war and border regions; nation building, citizenship, and the ""art of not being governed."" Students will have an opportunity to research additional sites (e.g. Mongolia, Tibet) using frameworks introduced in class discussions.",82,37.91,1,0,0,0.012195121951219513,30,,,TRUE,1,,,
252,social_science,HIST,HIST 1141,1,Japan in the Age of the Samurai,"This course is for students interested in exploring Japan’s remarkable cultural, political and social transformations during the Age of the Samurai, which began in the late 12th century and came to a close in the mid-19th century. Lectures, readings and films will explore how the emergence of new forms of military expertise and technologies led to the creation of warrior-led “tent governments,” that first co-existed with and eventually supplanted the structures of power centered on Kyoto and the Imperial Court.",80,22.42,0,0,1,0.0125,43,Open to all students.,,,1,,,
253,social_science,HIST,HIST 1200C,1,History of Greece: From Alexander the Great to the Roman Conquest,"In 334 BCE, the 22-year-old Alexander crossed over to Asia and North Africa perhaps already in his own mind to conquer the known world, thus changing the history of the West forever. The values of a small, if intensely introspective, people (the Greeks) became the cultural veneer for much of West, as the period became known as the Hellenistic (“Greekish”) Age. It led to the spread of a monotheistic idea, a profound belief in individualism, alienation from central power, and yet, conversely, the creation of natural law and human rights, along with a deep desire for universalism.",97,47.15,0,0,0,0.0,34,,,,1,,,
254,social_science,HIST,HIST 1230B,1,"Modern European Intellectual and Cultural History: The Fin de Siecle, 1880-1914","A sequel to HIST 1230A focusing on radical intellectual and cultural currents that challenged and destabilized the assumptions of Victorian high culture during the fin de siecle. Through a careful reading of primary texts by Hobhouse, Nietzsche, Weber, and Freud. The course explores issues such as the rise of mass consumer culture, neoliberal and neofascist politics, philosophic irrationalism, psychoanalysis, and the woman question.",63,33.24,0,0,0,0.0,38,,,,1,,,
255,social_science,HIST,HIST 1268A,1,The Rise of the Russian Empire,"This course provides a broad survey of Russian history from Kievan Rus' to the Crimean War. Topics include the rise of Moscow, the Time of Troubles, the reforms of Peter the Great and Catherine the Great, the Napoleonic Wars, and the conservative reign of Nicholas I. The following themes are emphasized in the lectures and readings: the changing stratification of society; the expansion of the Russian empire; Russia and the West (including diplomatic and cultural relations); economic development; and the origins and growth of the Russian intelligentsia and radical opposition to the autocracy.",93,40.01,0,0,0,0.0,43,,,,0,,,
256,social_science,HIST,HIST 1272E,1,"Paris: Sacred and Profane, Imagined and Real","Paris has been called the capital of modernity, the capital of the nineteenth century, and the capital of the black Atlantic. This course explores how Paris grew from a small settlement into a vast city with an enormous global impact. Covering the settlement of the Celtic Parisii in the mid-third century BCE through the present, the course investigates the dynamic relationship between urban space, public activism, racism, and colonialism. It also considers who has been excluded from the city’s complex mythology and how these myths impacted experiences of the “other” (including people of color, low-income people, Jewish people, and women).",100,46.1,0,0,0,0.0,4,,,TRUE,1,,,
257,social_science,HIST,HIST 1310,1,History of Brazil,"This course charts the history of Brazil from Portuguese contact with the indigenous population in 1500 to the present. It examines the countrys political, economic, social, intellectual, and cultural development to understand the causes, interactions, and consequences of conflict, change, and continuity within Brazilian society.",45,14.8,0,0,0,0.0,9,,,,1,,,
258,social_science,HIST,HIST 1320,1,"Rebel Island: Cuba, 1492-Present","Cuba, once the jewel in the Spanish imperial crown, has been home to some of the world's most radical revolutions and violent retrenchments. For two centuries, its influence has spread well beyond its borders, igniting the passion of nationalists and internationalists as well as the wrath of imperial aggression. This course traces the history of Cuba from its colonial origins through the present, foregrounding the revolutionary imaginary that has sustained popular action-from anti-slavery rebellions through the Cuban Revolution and its discontents-in addition to the historical processes that have forged one of the world's most vibrant socio-cultural traditions.",97,21.77,0,0,0,0.0,26,,,TRUE,0,,,
259,social_science,HIST,HIST 1333,1,The Mexican Revolution,To study the Mexican Revolution is to examine the sweeping history of Modern Mexico: from the Liberal reforms of Benito Juárez to the enduring power of the Partido Revolucionario Institucional (PRI); from peasant revolutionary Emiliano Zapata to his namesake Zapatistas of Chiapas; from Pancho Villa’s mass revolutionary army to transnational mystic Teresita Urrea; from the landlord Francisco Madero who led the insurgency to Lázaro Cárdenas who enacted land and labor reforms; from the constant flows of migrants crossing the border back and forth to Mexico’s defiance against Trump’s wall.,89,-35.79,0,0,0,0.0,11,,,,0,,,
260,social_science,HIST,HIST 1340,1,History of the Andes from Incas to Evo Morales,"Before the Spanish invaded in the 1530s, western South America was the scene of the largest state the New World had ever known, Tawantinsuyu, the Inca empire. During almost 300 years of colonial rule, the Andean provinces were shared by the ""Republic of Spaniards"" and the ""Republic of Indians"" - two separate societies, one dominating and exploiting the other. Today the region remains in many ways colonial, as Quechua- and Aymara-speaking villagers face a Spanish-speaking state, as well as an ever-more-integrated world market, the pressures of neoliberal reform from international banks, and the melting of the Andean glaciers.",98,38.69,0,0,0,0.0,3,,,,0,,,
261,social_science,HIST,HIST 1381,1,"Latin American History and Film: Memory, Narrative and Nation","This course provides an introduction to cinematic interpretations of Latin American history. Together we will explore how (and why) filmmakers have used motion pictures to tell particular narratives about the Latin American past. We will critically examine a broad range of films dealing with historical questions, and explore what these films have to say about how gender and sexuality, imperialism, slavery, the church, revolution and repression shaped the history of the region. In order to explore these topics we will examine films in relation to academic, autobiographical, and popular texts, all of which provide different ways of representing the past.",100,29.18,0,2,0,0.02,27,,,TRUE,0,,,
262,social_science,HIST,HIST 1445,1,"The Making of the Ottoman World, 15th - 20th Centuries","This course treats some of the major themes of Ottoman state and society, one of the major empires of the world out of which many new polities in the Balkans, Anatolia, the Middle East and North Africa emerged during the twentieth century. At the center of the course is the transformation of the “classical” Ottoman state to the early modern and modern through the many shapes and forms it has taken. We will be covering the beginnings from the 15th century and end with the analysis of the making of the modern Ottoman society in the early 20th century.",99,54.9,0,0,0,0.0,17,,,,0,,,
263,social_science,HIST,HIST 1550,1,"American Urban History, 1600-1870","Both a survey covering urbanization in America from colonial times to the present, and a specialized focus exploring American history from an urban frame of reference. Examines the premodern, ""walking"" city from 1600-1870. Includes such topics as cities in the Revolution and Civil War, the development of urban services, westward expansion, and social structure.",54,36.28,0,0,0,0.0,13,,,,0,,,
264,social_science,HIST,HIST 1571,1,The Intellectual History of Black Women,"This course will introduce students to the intellectual productions and theoretical traditions of African American women. Focused on the canonical texts of African American women, this class gestures toward diaspora as well. Moving chronologically from the history of slavery to the present will require that we simultaneously confront the question of what counts as “intellectual” history. Thus even as we will read the written words of black feminists across time, we will also call into question what Barbara Christian calls “the race for theory,” turning also to resistance practices, material culture, and bodily performance as sites of black feminist theorization.",100,29.18,0,3,1,0.04,43,,,TRUE,0,,,
265,social_science,HIST,HIST 1620,1,Resisting Empire: Gandhi and the Making of Modern South Asia,"Gandhi's India tracks the emergence and transformations of British colonial rule in the Indian subcontinent, the insurgencies and the cultural and economic critiques that shaped anti-colonial nationalism, the conflicts that fueled religious differences and the ideas that shaped non-violent civil disobedience as a unique form of resistance. With readings from Gandhi, Marx and Tagore, amongst others, this course interrogates relationships between power and knowledge, histories from below, as well as violence and political mobilizations that would, by the mid-twentieth century, bring down an empire and create a bloody and enduring divide with the birth of two nation-states.",97,5.33,0,0,0,0.0,11,,,TRUE,0,,,
266,social_science,HIST,HIST 1825F,1,"Nature, Knowledge, Power in Renaissance Europe","This course examines the creation and circulation of scientific knowledge in Renaissance Europe, ca. 1450-1600. We will explore the practices, materials, and ideas not just of astronomers and natural philosophers, but also of healers, botanists, astrologers, alchemists, and artisans. How did social, political, economic, and artistic developments during this period reshape how naturalists proposed to learn about, collect, manipulate, and commercialize nature? We will also consider the ways in which colonial projects forced Europeans to engage with other “ways of knowing” and rethink classical knowledge systems.",86,32.73,1,0,0,0.011627906976744186,21,,,,1,,,
267,social_science,HIST,HIST 1825M,1,Science at the Crossroads,"This course will look closely at the dramatic developments that fundamentally challenged Western Science between 1859 and the advent of the Second World War in the 1930s. Its primary focus will be on a variety of texts written in an effort to understand and interpret the meanings of fundamentally new ideas including from the biological side--evolutionary theory, genetic theory, and eugenics; from the physical side relativity theory, and quantum mechanics. The class should be equally accessible to students whose primary interests lie in the sciences and those who are working in the humanities.",93,23.09,0,0,1,0.010752688172043012,15,,,,1,,,
268,social_science,HIST,HIST 1931J,1,The Long Fall of the Roman Empire,"Once thought of as the ""Dark Ages,"" this period of western European history should instead be seen as a fascinating time in which late Roman culture fused with that of the Germanic tribes, a mixture tempered by a new religion, Christianity. Issues of particular concern include the symbolic construction of political authority, the role of religion, the nature of social loyalties, and gender roles.",64,30.54,0,0,0,0.0,21,,CLAS 1205,,0,,,
269,social_science,HIST,HIST 1954G,1,Civil Disobedience: A Historical Guide to Action,"This seminar takes the life and work of Mohandas Karamchand Gandhi, better known as Mahatma Gandhi, as a starting point to think through the history of civil disobedience in anti-imperialist and anti-oppression struggles, reading Gandhi's own writings, alongside those of many others (like Thoreau, Tolstoy, Ambedkar, Abdul Ghaffar Khan, Martin Luther King and Nelson Mandela, amongst others), to look at debates and actions that can hone our own ability to make social and political change.",75,-13.12,0,1,0,0.013333333333333334,9,,,,0,,,
270,social_science,HIST,HIST 1956A,1,Thinking Historically: A History of History Writing,"Philosopher George Santayana famously warned that “Those who cannot remember the past are condemned to repeat it.” Ten years later, industrialist Henry Ford perhaps even more famously dismissed that notion: “History is more or less bunk.” What we mean by history and how we construct and use it are essential questions in all societies. Thinking Historically explores how we view and employ the past. The course examines major ways of interpreting the past through a survey of historians and methods and studies how history is produced, used, and misused, by professionals as well as by the public.",97,38.69,0,3,0,0.030927835051546393,11,,,,1,,,
271,social_science,HIST,HIST 1956B,1,Rites of Power in Modern China,"Confucius and Mao shared at least one characteristic: a conviction that ritual is a critical part of exercising power. This course investigates the meaning of ritual and its importance in the formation of Chinese communities in the modern era, whether households, villages, empires, communes, regions, or nation-states. Topics include family and gender roles, imperial ceremonies, religious rites, revolutionary politics, cults of personality, grassroots movements, and popular protests. The class will collaboratively explore how political activists embraced new media (photographs, mass performance, music, film, video) and techniques (boycotts, mobilization, marches, purges) that merged ritual power with material action.",97,12.97,0,0,0,0.0,6,,,TRUE,1,,,
272,social_science,HIST,HIST 1958A,1,Archives of Desire: Non-Normative Genders and Sexualities in the Hispanophone World,"This course focuses on non-normative genders and sexualities in the Hispanophone world from the pre-colonial to the present period. It pays particular attention to affects, desires, and subjectivities captured in the historical testimonies of gender and sexual non- conformists. From the life of “The Nun Lieutenant” Catalina de Erauso or the 1901 lesbian marriage of Elisa and Marcela, to recent LatinX queer diasporas in the United States, we will discuss the historical tensions among Catholic morality, taxonomic and empiricist projects originated in the early modern era, and the embodied and emotional experiences of gender and sexual non- conformists.",98,21.36,0,1,0,0.01020408163265306,1,,,,1,,,
273,social_science,HIST,HIST 1961C,1,Knowledge and Power: China's Examination Hell,"For centuries a rigorous series of examinations requiring deep knowledge of the Confucian Classics was the primary tool for the selection of government officials in imperial China. This system has been variously celebrated as a tool of meritocracy and excoriated as the intellectual “straightjacket” that impeded China’s entry into the modern world. This seminar examines the system and the profound impact it had, for better or worse, on Chinese society and government in the early modern period, and the role that its successor “examination hell”—the gaokao or university entrance examination—plays in society today.",93,6.17,0,0,0,0.0,9,,,,1,,,
274,social_science,HIST,HIST 1964S,1,Islands of the Mind,"Islands command an outsized place in history and imagination. They can drive politics and economies, inspire worldviews and fantasy, and impel movements of people. The power of islands has been brought to life in narratives about fictional figures like Sinbad, Odysseus, and Robinson Crusoe, and it has shaped the experience of many peoples, including premodern Pacific Ocean indigenous navigators and contemporary migrants in the Mediterranean. Using sources ranging from ancient epics and medieval books of islands to contemporary fiction and film, this seminar combines history and literary arts to explore the diverse meanings and roles islands have had for centuries.",100,37.64,0,0,0,0.0,17,,,,0,,,
275,social_science,HIST,HIST 1967C,1,"Making Revolutionary Cuba, 1959-Present","In January 1959, the forces of rebel leader Fidel Castro entered Havana and forever altered the destiny of their nation and world. We will examine the question of political hegemony and the many silences built into the achievement of Revolution—from race to sexuality to culture—even as we acknowledge that popular support for that Revolution has often been both genuine and heartfelt. It is this counterpoint between the Revolution’s successes in the social, economic, and political spheres and its equally patent exclusions that have shaped Cuba’s history in the past and will continue to guide its path to an uncertain future.",100,29.22,0,1,0,0.01,10,,,,1,,,
276,social_science,HIST,HIST 1968A,1,Approaches to the Middle East,This seminar introduces students to the interdisciplinary field of Middle East Studies in the broader context of the history of area studies in the humanities and social sciences. Why and when did the Middle East become an area of study? What are the approaches and topics that have shaped the development of this field? And what are the political implications of contending visions for its future? The readings sample canonical and alternative works and the classes feature visits by leading scholars who research and write on this pivotal and amorphous region.,91,53.0,3,0,1,0.04395604395604396,11,,,,1,,,
277,social_science,HIST,HIST 1969A,1,Israel-Palestine: Lands and Peoples I,"This advanced undergraduate seminar seeks to provide a deeper understanding of the links between the region now known as Israel and Palestine and the peoples that have inhabited it or have made it into part of their mental, mythical. and religious landscape throughout history. The course will be interdisciplinary at its very core, engaging the perspectives of historians, geologists, geographers, sociologists, scholars of religion and the arts, politics and media. At the very heart of the seminar is the question: What makes for the bond between groups and place - real or imagined, tangible or ephemeral. ",96,30.84,0,0,0,0.0,22,No prerequisites required.,,,1,,,
278,social_science,HIST,HIST 1974L,1,A Global Idea: Civilization(s),"This seminar explores a global history perspective to the idea of civilization since the eighteenth century. Starting from the view that the Enlightenment was a specifically European phenomenon, a foundational premise of Western modernity, we explore how the master narrative around ‘civilization’ developed and crystallized through universal history and world history into today’s global history. Analyzing the making of this global idea includes topics like the politics of knowledge production, and transnational exchanges of ideas and practices of progress, nationalism, periodization, and intertextuality in the West, Ottoman Empire and others.",90,15.65,0,1,0,0.011111111111111112,6,,,,0,,,
